language,year,num_books
Czech,1985,1
Czech,1989,1
Czech,1991,2
Czech,1993,1
Czech,1994,1
Czech,1995,2
Czech,1997,1
Czech,1998,1
Czech,1999,1
Czech,2000,1
Czech,2001,1
Czech,2002,1
Czech,2003,1
Czech,2004,1
Czech,2005,1
Czech,2006,1
Czech,2007,3
Czech,2008,6
Czech,2009,4
Czech,2010,3
Czech,2011,1
Czech,2012,5
Czech,2013,3
Czech,2014,3
Czech,2015,2
Czech,2016,3
Czech,2017,2
Danish,1955,1
Danish,1972,2
Danish,1973,1
Danish,1977,1
Danish,1982,2
Danish,1983,1
Danish,1984,1
Danish,1985,1
Danish,1986,1
Danish,1987,1
Danish,1988,2
Danish,1989,1
Danish,1990,1
Danish,1991,1
Danish,1996,1
Danish,1998,1
Danish,1999,2
Danish,2001,2
Danish,2003,1
Danish,2004,1
Danish,2005,5
Danish,2006,7
Danish,2007,2
Danish,2008,3
Danish,2009,4
Danish,2010,4
Danish,2011,4
Danish,2013,1
Danish,2014,1
Danish,2015,2
Danish,2016,1
Danish,2018,1
Duala,2000,1
Dutch,1937,1
Dutch,1948,1
Dutch,1965,1
Dutch,1966,3
Dutch,1968,1
Dutch,1971,2
Dutch,1973,2
Dutch,1974,3
Dutch,1977,1
Dutch,1978,3
Dutch,1980,2
Dutch,1981,1
Dutch,1983,1
Dutch,1984,1
Dutch,1985,2
Dutch,1986,1
Dutch,1987,2
Dutch,1988,4
Dutch,1989,3
Dutch,1990,4
Dutch,1991,5
Dutch,1992,6
Dutch,1993,1
Dutch,1994,4
Dutch,1995,2
Dutch,1996,3
Dutch,1997,3
Dutch,1998,2
Dutch,1999,3
Dutch,2000,4
Dutch,2001,2
Dutch,2002,4
Dutch,2003,6
Dutch,2004,6
Dutch,2005,8
Dutch,2006,12
Dutch,2007,14
Dutch,2008,10
Dutch,2009,10
Dutch,2010,12
Dutch,2011,9
Dutch,2012,16
Dutch,2013,8
Dutch,2014,13
Dutch,2015,3
Dutch,2016,1
Dutch,2017,4
Dutch,2018,1
Dutch,2019,2
"Dutch, Middle (ca.1050-1350)",2001,1
English,214,1
English,1880,1
English,1884,1
English,1887,1
English,1888,1
English,1892,1
English,1896,1
English,1900,2
English,1904,2
English,1906,1
English,1907,1
English,1911,1
English,1912,1
English,1913,1
English,1914,1
English,1920,2
English,1921,1
English,1922,1
English,1923,2
English,1925,1
English,1926,1
English,1927,1
English,1928,1
English,1930,1
English,1931,1
English,1932,1
English,1934,1
English,1935,2
English,1936,2
English,1937,4
English,1938,1
English,1939,3
English,1940,2
English,1941,7
English,1942,2
English,1943,1
English,1944,1
English,1945,1
English,1948,4
English,1949,4
English,1950,5
English,1951,4
English,1952,5
English,1953,5
English,1954,6
English,1955,7
English,1956,7
English,1957,6
English,1958,8
English,1959,16
English,1960,12
English,1961,16
English,1962,19
English,1963,12
English,1964,22
English,1965,15
English,1966,20
English,1967,26
English,1968,37
English,1969,41
English,1970,30
English,1971,41
English,1972,41
English,1973,44
English,1974,58
English,1975,51
English,1976,63
English,1977,83
English,1978,74
English,1979,82
English,1980,71
English,1981,92
English,1982,109
English,1983,131
English,1984,136
English,1985,145
English,1986,185
English,1987,191
English,1988,235
English,1989,245
English,1990,289
English,1991,323
English,1992,343
English,1993,391
English,1994,486
English,1995,558
English,1996,570
English,1997,636
English,1998,730
English,1999,866
English,2000,896
English,2001,1042
English,2002,1212
English,2003,1415
English,2004,1563
English,2005,1779
English,2006,2293
English,2007,2062
English,2008,1722
English,2009,1862
English,2010,2173
English,2011,2525
English,2012,2879
English,2013,2856
English,2014,2386
English,2015,1814
English,2016,1273
English,2017,930
English,2018,690
English,2019,550
English,2020,281
English,2052,1
English,2057,1
English,2062,2
English,2063,1
English,2064,1
English,2069,1
English,2072,1
English,2073,1
English,2074,1
English,2075,1
"English, Middle (1100-1500)",1987,1
Estonian,1968,1
Estonian,1975,1
Estonian,1987,1
Estonian,1990,1
Estonian,1999,2
Estonian,2000,1
Estonian,2004,1
Estonian,2005,1
Estonian,2007,1
Estonian,2008,3
Estonian,2010,2
Estonian,2012,1
Estonian,2013,1
Estonian,2014,1
Estonian,2015,2
Estonian,2016,1
Estonian,2017,1
Estonian,2019,1
Faroese,1975,1
Farsi,2006,1
Farsi,2011,1
Farsi,2014,1
Filipino; Pilipino,1988,1
Filipino; Pilipino,1991,1
Filipino; Pilipino,2001,1
Filipino; Pilipino,2002,1
Filipino; Pilipino,2003,2
Filipino; Pilipino,2005,1
Filipino; Pilipino,2006,1
Filipino; Pilipino,2008,1
Filipino; Pilipino,2009,3
Filipino; Pilipino,2010,1
Filipino; Pilipino,2011,5
Filipino; Pilipino,2012,3
Filipino; Pilipino,2013,14
Filipino; Pilipino,2014,10
Filipino; Pilipino,2015,4
Finnish,1953,1
Finnish,1963,1
Finnish,1975,1
Finnish,1983,1
Finnish,1986,1
Finnish,1988,1
Finnish,1992,1
Finnish,1995,3
Finnish,1996,4
Finnish,1998,3
Finnish,2000,3
Finnish,2001,1
Finnish,2002,1
Finnish,2003,2
Finnish,2004,2
Finnish,2005,2
Finnish,2006,2
Finnish,2007,3
Finnish,2008,3
Finnish,2009,3
Finnish,2010,4
Finnish,2011,4
Finnish,2012,1
Finnish,2014,3
Finnish,2016,1
Finnish,2017,1
Finnish,2019,2
French,1952,1
French,1962,2
French,1964,1
French,1965,2
French,1966,1
French,1967,1
French,1968,1
French,1969,1
French,1972,12
French,1973,4
French,1974,1
French,1975,3
French,1976,4
French,1977,2
French,1978,1
French,1979,2
French,1980,1
French,1981,3
French,1982,1
French,1983,2
French,1984,2
French,1985,4
French,1986,2
French,1987,2
French,1988,6
French,1989,2
French,1990,3
French,1991,2
French,1992,6
French,1993,8
French,1994,5
French,1995,4
French,1996,7
French,1997,8
French,1998,15
French,1999,23
French,2000,23
French,2001,19
French,2002,19
French,2003,22
French,2004,18
French,2005,20
French,2006,17
French,2007,30
French,2008,21
French,2009,24
French,2010,35
French,2011,39
French,2012,31
French,2013,24
French,2014,14
French,2015,18
French,2016,11
French,2017,13
French,2018,8
French,2019,9
French,2020,2
"French, Middle (ca.1400-1600)",2014,1
Galician,2002,1
Georgian,1986,1
Georgian,1987,1
Georgian,1992,1
Georgian,2008,1
Georgian,2009,2
Georgian,2010,2
Georgian,2011,5
Georgian,2012,3
Georgian,2013,2
Georgian,2015,1
Georgian,2016,1
German,1957,1
German,1970,1
German,1972,3
German,1975,1
German,1976,1
German,1977,5
German,1978,2
German,1981,1
German,1982,1
German,1983,2
German,1985,2
German,1986,7
German,1987,1
German,1988,3
German,1989,5
German,1991,1
German,1992,2
German,1993,1
German,1994,3
German,1995,5
German,1996,6
German,1997,6
German,1998,7
German,1999,12
German,2000,9
German,2001,12
German,2002,14
German,2003,14
German,2004,17
German,2005,10
German,2006,18
German,2007,18
German,2008,13
German,2009,33
German,2010,34
German,2011,38
German,2012,38
German,2013,39
German,2014,38
German,2015,27
German,2016,13
German,2017,20
German,2018,8
German,2019,4
German,2020,2
"Greek, Ancient (to 1453)",1998,1
"Greek, Ancient (to 1453)",2005,1
"Greek, Modern (1453-)",1935,1
"Greek, Modern (1453-)",1972,1
"Greek, Modern (1453-)",1978,1
"Greek, Modern (1453-)",1981,1
"Greek, Modern (1453-)",1982,1
"Greek, Modern (1453-)",1983,1
"Greek, Modern (1453-)",1989,1
"Greek, Modern (1453-)",1990,6
"Greek, Modern (1453-)",1991,4
"Greek, Modern (1453-)",1993,3
"Greek, Modern (1453-)",1994,3
"Greek, Modern (1453-)",1995,1
"Greek, Modern (1453-)",1996,4
"Greek, Modern (1453-)",1997,3
"Greek, Modern (1453-)",1998,6
"Greek, Modern (1453-)",1999,5
"Greek, Modern (1453-)",2000,6
"Greek, Modern (1453-)",2001,4
"Greek, Modern (1453-)",2002,3
"Greek, Modern (1453-)",2003,2
"Greek, Modern (1453-)",2004,1
"Greek, Modern (1453-)",2005,9
"Greek, Modern (1453-)",2006,5
"Greek, Modern (1453-)",2007,3
"Greek, Modern (1453-)",2008,2
"Greek, Modern (1453-)",2009,3
"Greek, Modern (1453-)",2010,2
"Greek, Modern (1453-)",2011,4
"Greek, Modern (1453-)",2012,4
"Greek, Modern (1453-)",2013,2
"Greek, Modern (1453-)",2014,2
"Greek, Modern (1453-)",2015,2
"Greek, Modern (1453-)",2017,3
"Greek, Modern (1453-)",2018,1
"Greek, Modern (1453-)",2019,3
Gujarati,2011,1
Gujarati,2012,1
Gujarati,2013,1
Gujarati,2017,1
Hindi,2002,1
Hindi,2006,1
Hindi,2007,2
Hindi,2008,1
Hindi,2009,3
Hindi,2012,1
Hindi,2013,1
Hindi,2015,2
Hindi,2020,1
Hungarian,1977,1
Hungarian,1987,1
Hungarian,2003,1
Hungarian,2007,2
Hungarian,2010,2
Hungarian,2011,1
Hungarian,2013,2
Hungarian,2014,2
Hungarian,2017,1
Icelandic,2007,1
Icelandic,2009,2
Indonesian,1953,1
Indonesian,1968,1
Indonesian,1976,2
Indonesian,1979,1
Indonesian,1981,1
Indonesian,1983,2
Indonesian,1985,1
Indonesian,1986,1
Indonesian,1987,3
Indonesian,1988,1
Indonesian,1990,3
Indonesian,1991,1
Indonesian,1994,3
Indonesian,1995,1
Indonesian,1997,1
Indonesian,1998,1
Indonesian,1999,3
Indonesian,2000,5
Indonesian,2001,7
Indonesian,2002,4
Indonesian,2003,9
Indonesian,2004,16
Indonesian,2005,20
Indonesian,2006,13
Indonesian,2007,31
Indonesian,2008,38
Indonesian,2009,27
Indonesian,2010,28
Indonesian,2011,27
Indonesian,2012,37
Indonesian,2013,33
Indonesian,2014,19
Indonesian,2015,6
Indonesian,2016,8
Indonesian,2017,2
Indonesian,2018,4
Iranian (Other),2011,1
Italian,1965,1
Italian,1966,1
Italian,1969,1
Italian,1973,2
Italian,1974,1
Italian,1983,1
Italian,1984,1
Italian,1988,4
Italian,1989,2
Italian,1990,10
Italian,1991,3
Italian,1992,8
Italian,1993,11
Italian,1994,9
Italian,1995,1
Italian,1996,1
Italian,1997,4
Italian,1998,3
Italian,1999,5
Italian,2000,3
Italian,2001,3
Italian,2002,4
Italian,2003,5
Italian,2004,9
Italian,2005,7
Italian,2006,10
Italian,2007,10
Italian,2008,11
Italian,2009,13
Italian,2010,14
Italian,2011,16
Italian,2012,12
Italian,2013,10
Italian,2014,18
Italian,2015,12
Italian,2016,8
Italian,2017,10
Italian,2018,6
Italian,2019,3
Japanese,1987,1
Japanese,1995,2
Japanese,1996,1
Japanese,1997,2
Japanese,1998,1
Japanese,2000,1
Japanese,2001,1
Japanese,2003,2
Japanese,2004,2
Japanese,2005,1
Japanese,2007,11
Japanese,2008,6
Japanese,2009,9
Japanese,2010,8
Japanese,2011,14
Japanese,2012,9
Japanese,2013,4
Japanese,2014,6
Japanese,2015,7
Japanese,2016,1
Japanese,2017,3
Kannada,1979,1
Kannada,2002,1
Kannada,2007,1
Korean,2007,1
Korean,2010,2
Korean,2011,2
Latvian,1972,1
Latvian,1997,1
Latvian,2005,1
Latvian,2008,2
Latvian,2016,1
Lithuanian,1989,1
Lithuanian,1991,1
Lithuanian,1992,1
Lithuanian,1995,1
Lithuanian,1999,4
Lithuanian,2000,2
Lithuanian,2003,1
Lithuanian,2005,2
Lithuanian,2006,2
Lithuanian,2008,2
Lithuanian,2011,1
Lithuanian,2012,3
Lithuanian,2013,1
Lithuanian,2014,3
Lithuanian,2015,2
Lithuanian,2016,2
Lithuanian,2017,4
Lithuanian,2018,3
Lithuanian,2019,6
Lithuanian,2020,3
Malay,1987,1
Malay,1993,1
Malay,2003,1
Malay,2006,4
Malay,2007,4
Malay,2008,4
Malay,2009,4
Malay,2010,8
Malay,2011,16
Malay,2012,12
Malay,2013,7
Malay,2014,2
Malay,2015,5
Malayalam,1990,1
Malayalam,2004,1
Malayalam,2008,1
Malayalam,2010,1
Malayalam,2011,1
Malayalam,2012,2
Malayalam,2013,1
Malayalam,2017,1
Malayalam,2019,1
Maltese,2012,1
Maltese,2013,1
Marathi,1927,1
Marathi,1970,1
Marathi,1980,1
Marathi,2000,1
Marathi,2001,1
Marathi,2008,1
Marathi,2011,1
Marathi,2012,3
Mayan languages,1996,1
Mongolian,2011,1
Multiple languages,1926,1
Multiple languages,1931,1
Multiple languages,1964,1
Multiple languages,1973,1
Multiple languages,1987,1
Multiple languages,1989,1
Multiple languages,1991,2
Multiple languages,1998,1
Multiple languages,2000,1
Multiple languages,2004,1
Multiple languages,2013,2
Nepali,2007,1
Nepali,2008,1
Nepali,2010,2
Nepali,2012,1
Nepali,2013,1
Nepali,2017,1
Norwegian,1983,1
Norwegian,1992,1
Norwegian,1994,1
Norwegian,2003,1
Norwegian,2005,4
Norwegian,2006,1
Norwegian,2007,2
Norwegian,2008,3
Norwegian,2009,5
Norwegian,2010,4
Norwegian,2011,3
Norwegian,2013,1
Norwegian,2014,3
Norwegian,2015,2
Norwegian,2019,1
"Norwegian Nynorsk; Nynorsk, Norwegian",2011,1
Persian,1394,1
Persian,1954,1
Persian,1958,1
Persian,1963,1
Persian,1966,1
Persian,1967,1
Persian,1972,1
Persian,1973,3
Persian,1975,1
Persian,1977,2
Persian,1979,1
Persian,1980,1
Persian,1984,2
Persian,1988,1
Persian,1989,3
Persian,1990,3
Persian,1991,8
Persian,1992,2
Persian,1993,1
Persian,1995,4
Persian,1996,4
Persian,1998,4
Persian,1999,2
Persian,2000,4
Persian,2001,5
Persian,2002,4
Persian,2003,6
Persian,2004,8
Persian,2005,5
Persian,2006,4
Persian,2007,14
Persian,2008,4
Persian,2009,6
Persian,2010,6
Persian,2011,2
Persian,2012,3
Persian,2013,2
Persian,2014,4
Persian,2015,8
Persian,2016,4
Persian,2017,3
Persian,2018,1
Polish,1967,1
Polish,1968,1
Polish,1978,1
Polish,1982,1
Polish,1984,2
Polish,1986,3
Polish,1988,1
Polish,1989,2
Polish,1990,1
Polish,1991,1
Polish,1992,1
Polish,1994,2
Polish,1995,3
Polish,1996,3
Polish,1997,2
Polish,1998,3
Polish,1999,2
Polish,2000,2
Polish,2001,4
Polish,2002,3
Polish,2003,8
Polish,2004,7
Polish,2005,8
Polish,2006,6
Polish,2007,15
Polish,2008,7
Polish,2009,5
Polish,2010,7
Polish,2011,7
Polish,2012,3
Polish,2013,5
Polish,2014,1
Polish,2015,9
Polish,2016,3
Polish,2017,3
Polish,2018,3
Portuguese,1935,1
Portuguese,1968,1
Portuguese,1970,2
Portuguese,1972,1
Portuguese,1973,2
Portuguese,1977,1
Portuguese,1978,1
Portuguese,1981,2
Portuguese,1982,1
Portuguese,1986,2
Portuguese,1987,1
Portuguese,1988,2
Portuguese,1989,3
Portuguese,1990,1
Portuguese,1991,4
Portuguese,1992,3
Portuguese,1993,5
Portuguese,1994,4
Portuguese,1995,8
Portuguese,1996,3
Portuguese,1997,8
Portuguese,1998,11
Portuguese,1999,4
Portuguese,2000,6
Portuguese,2001,8
Portuguese,2002,15
Portuguese,2003,17
Portuguese,2004,12
Portuguese,2005,19
Portuguese,2006,15
Portuguese,2007,18
Portuguese,2008,20
Portuguese,2009,23
Portuguese,2010,21
Portuguese,2011,17
Portuguese,2012,20
Portuguese,2013,15
Portuguese,2014,15
Portuguese,2015,11
Portuguese,2016,9
Portuguese,2017,8
Portuguese,2018,6
Portuguese,2019,3
Romanian,1919,1
Romanian,1925,1
Romanian,1962,1
Romanian,1971,1
Romanian,1981,1
Romanian,1983,1
Romanian,1985,1
Romanian,1986,2
Romanian,1989,1
Romanian,1991,4
Romanian,1994,1
Romanian,1998,1
Romanian,2000,1
Romanian,2003,4
Romanian,2005,1
Romanian,2006,4
Romanian,2007,5
Romanian,2008,14
Romanian,2009,11
Romanian,2010,8
Romanian,2011,2
Romanian,2012,5
Romanian,2013,1
Romanian,2014,7
Romanian,2015,7
Romanian,2016,2
Romanian,2018,2
Russian,1953,1
Russian,1955,1
Russian,1958,1
Russian,1965,1
Russian,1989,1
Russian,1990,1
Russian,1992,2
Russian,1994,1
Russian,1996,3
Russian,1998,1
Russian,1999,4
Russian,2000,1
Russian,2001,7
Russian,2002,2
Russian,2003,3
Russian,2004,4
Russian,2005,4
Russian,2006,11
Russian,2007,7
Russian,2008,6
Russian,2009,3
Russian,2010,2
Russian,2011,7
Russian,2012,4
Russian,2013,4
Russian,2014,2
Russian,2017,2
Russian,2019,1
Serbian,1965,1
Serbian,1974,1
Serbian,1981,1
Serbian,1986,1
Serbian,1987,1
Serbian,1990,1
Serbian,1997,5
Serbian,1999,1
Serbian,2002,1
Serbian,2004,2
Serbian,2005,1
Serbian,2009,3
Serbian,2010,1
Serbian,2012,1
Serbian,2014,8
Serbian,2015,1
Serbian,2016,1
Slovak,2001,1
Slovak,2007,1
Slovak,2009,1
Slovak,2010,1
Slovak,2012,1
Slovak,2014,2
Slovenian,2011,2
Slovenian,2012,1
Spanish,1929,1
Spanish,1945,1
Spanish,1967,1
Spanish,1969,1
Spanish,1971,1
Spanish,1972,3
Spanish,1973,1
Spanish,1975,1
Spanish,1976,1
Spanish,1978,1
Spanish,1980,3
Spanish,1981,3
Spanish,1982,1
Spanish,1983,2
Spanish,1984,2
Spanish,1985,2
Spanish,1986,2
Spanish,1987,4
Spanish,1988,4
Spanish,1989,1
Spanish,1990,2
Spanish,1991,5
Spanish,1992,4
Spanish,1993,5
Spanish,1994,5
Spanish,1995,4
Spanish,1996,6
Spanish,1997,5
Spanish,1998,14
Spanish,1999,17
Spanish,2000,17
Spanish,2001,16
Spanish,2002,10
Spanish,2003,9
Spanish,2004,34
Spanish,2005,34
Spanish,2006,51
Spanish,2007,25
Spanish,2008,27
Spanish,2009,23
Spanish,2010,29
Spanish,2011,38
Spanish,2012,51
Spanish,2013,54
Spanish,2014,38
Spanish,2015,22
Spanish,2016,16
Spanish,2017,19
Spanish,2018,14
Spanish,2019,9
Spanish,2020,9
Swedish,1973,1
Swedish,1974,2
Swedish,1975,1
Swedish,1976,1
Swedish,1979,1
Swedish,1981,1
Swedish,1982,1
Swedish,1988,1
Swedish,1989,1
Swedish,1990,1
Swedish,1993,1
Swedish,1994,1
Swedish,1995,3
Swedish,1996,2
Swedish,1997,1
Swedish,1998,1
Swedish,1999,3
Swedish,2000,1
Swedish,2001,6
Swedish,2002,2
Swedish,2003,1
Swedish,2004,1
Swedish,2005,1
Swedish,2006,3
Swedish,2007,3
Swedish,2008,3
Swedish,2009,4
Swedish,2010,4
Swedish,2011,8
Swedish,2012,5
Swedish,2013,7
Swedish,2014,4
Swedish,2015,2
Swedish,2016,2
Swedish,2017,1
Swedish,2018,2
Swedish,2019,1
Tagalog,2010,1
Tagalog,2011,1
Tagalog,2013,1
Tamil,1990,1
Tamil,1994,1
Tamil,2001,1
Tamil,2002,2
Tamil,2004,2
Tamil,2006,1
Tamil,2007,2
Tamil,2010,2
Tamil,2012,5
Tamil,2013,2
Tamil,2015,1
Tamil,2018,1
Telugu,1924,1
Telugu,2007,1
Thai,2008,1
Thai,2010,1
Thai,2012,1
Turkish,1958,1
Turkish,1961,1
Turkish,1966,1
Turkish,1968,1
Turkish,1983,2
Turkish,1984,2
Turkish,1991,2
Turkish,1992,4
Turkish,1993,1
Turkish,1994,3
Turkish,1995,4
Turkish,1996,2
Turkish,1997,1
Turkish,1998,6
Turkish,1999,10
Turkish,2000,5
Turkish,2001,2
Turkish,2002,8
Turkish,2003,6
Turkish,2004,15
Turkish,2005,8
Turkish,2006,10
Turkish,2007,8
Turkish,2008,4
Turkish,2009,21
Turkish,2010,6
Turkish,2011,5
Turkish,2012,10
Turkish,2013,10
Turkish,2014,10
Turkish,2015,10
Turkish,2016,10
Turkish,2017,9
Turkish,2018,2
Turkish,2019,1
Ukrainian,1990,1
Ukrainian,2004,1
Ukrainian,2008,1
Unknown,1873,1
Unknown,1900,1
Unknown,1908,1
Unknown,1927,1
Unknown,1932,1
Unknown,1933,1
Unknown,1943,1
Unknown,1950,1
Unknown,1952,1
Unknown,1954,4
Unknown,1955,3
Unknown,1957,1
Unknown,1959,2
Unknown,1960,1
Unknown,1961,2
Unknown,1962,3
Unknown,1963,1
Unknown,1964,3
Unknown,1965,4
Unknown,1966,2
Unknown,1968,4
Unknown,1969,4
Unknown,1970,7
Unknown,1971,6
Unknown,1972,6
Unknown,1973,3
Unknown,1974,5
Unknown,1975,9
Unknown,1976,7
Unknown,1977,5
Unknown,1978,7
Unknown,1979,4
Unknown,1980,6
Unknown,1981,8
Unknown,1982,4
Unknown,1983,9
Unknown,1984,10
Unknown,1985,5
Unknown,1986,11
Unknown,1987,4
Unknown,1988,12
Unknown,1989,11
Unknown,1990,12
Unknown,1991,20
Unknown,1992,14
Unknown,1993,17
Unknown,1994,16
Unknown,1995,22
Unknown,1996,17
Unknown,1997,27
Unknown,1998,29
Unknown,1999,41
Unknown,2000,41
Unknown,2001,51
Unknown,2002,38
Unknown,2003,48
Unknown,2004,52
Unknown,2005,36
Unknown,2006,69
Unknown,2007,66
Unknown,2008,71
Unknown,2009,62
Unknown,2010,97
Unknown,2011,111
Unknown,2012,110
Unknown,2013,192
Unknown,2014,370
Unknown,2015,245
Unknown,2016,206
Unknown,2017,307
Unknown,2018,342
Unknown,2019,249
Unknown,2020,111
Urdu,1820,1
Urdu,1979,1
Urdu,1980,1
Urdu,1983,1
Urdu,1989,1
Urdu,1996,1
Urdu,1999,1
Urdu,2001,1
Urdu,2003,1
Urdu,2004,1
Urdu,2007,3
Urdu,2008,4
Urdu,2009,1
Urdu,2010,4
Urdu,2011,3
Urdu,2012,7
Urdu,2013,4
Urdu,2014,4
Urdu,2015,2
Urdu,2017,1
Vietnamese,2000,1
Vietnamese,2009,1
Vietnamese,2010,2
Vietnamese,2011,4
Vietnamese,2012,2
Vietnamese,2013,1
Vietnamese,2015,2
Vietnamese,2016,3
Vietnamese,2018,1
